borough,developmen,tds_num,Latitude,Longitude,scores_SCORE,NYCHA-data_CONSOLIDATED TDS#,NYCHA-data_NUMBER OF CURRENT APARTMENTS,NYCHA-data_TOTAL NUMBER OF APARTMENTS,NYCHA-data_NUMBER OF RENTAL ROOMS,NYCHA-data_AVG NO R/R PER APARTMENT,NYCHA-data_POPULATION PUBLIC HOUSING,NYCHA_data_TOTALPOPULATION,NYCHA-data_TOTAL # OF FIXED INCOME HOUSEHOLD,NYCHA-data_PERCENT FIXED INCOME HOUSEHOLDS,NYCHA-data_NUMBER OF RESIDENTIAL BLDGS,NYCHA-data_NUMBER OF NON-RESIDENTIAL BLDGS,NYCHA-data_PER RENTAL ROOM,NYCHA-data_AVG MONTHLY GROSS RENT
MANHATTAN,RUTGERS,99,40.711866,-73.991087,0.823936122833333,99,721,721,"3,358.5",4.66,"1,325","1,585",343,0.48,5,0,"$4,277.00",$544.00
BROOKLYN,RUTLAND TOWERS,282,40.66187,-73.92817,0.609850244174603,167,60,61,218.0,3.63,100,100,29,0.492,1,0,"$6,727.00",$502.00
BRONX,SACK WERN,280,40.81978,-73.866388,0.827860816555556,280,411,413,"1,891.5",4.6,864,864,166,0.409,7,1,"$4,528.00",$573.00
MANHATTAN,SAMUEL (CITY),377,40.819993,-73.938665,0.820632846611111,377,664,664,"2,824.0",4.25,"1,171","1,412",173,0.265,40,2,,$660.00
MANHATTAN,SAMUEL (MHOP) I,389,40.818053,-73.940988,0.748822596407407,359,24,53,108.0,4.5,38,38,10,0.417,5,0,"$19,661.00",$800.00
MANHATTAN,SAMUEL (MHOP) II,398,40.816849,-73.940067,0.578863190138889,359,4,10,20.0,5,12,12,0,0,1,0,"$20,160.00","$1,036.00"
MANHATTAN,SAMUEL (MHOP) III,399,40.819558,-73.939507,0.669334840458333,359,1,10,4.5,4.5,3,3,0,0,1,0,"$20,159.00","$1,431.00"
BROOKLYN,SARATOGA VILLAGE,158,40.685903,-73.91713,0.708311833625,162,125,125,562.5,4.5,298,298,42,0.336,1,0,"$4,147.00",$613.00
BRONX,SEDGWICK,45,40.846603,-73.922526,0.788429309895833,45,783,786,"3,316.5",4.24,"1,457","1,457",341,0.439,7,0,"$2,529.00",$491.00
MANHATTAN,SEWARD PARK EXTENSION,192,40.716956,-73.986875,0.704814421196078,100,360,360,"1,591.0",4.42,796,796,146,0.412,2,2,"$7,394.00",$511.00
BROOKLYN,SHEEPSHEAD BAY,36,40.59622,-73.939625,0.588506733458333,36,"1,054","1,056","4,911.0",4.66,"2,383","2,383",371,0.354,18,0,"$2,573.00",$542.00
QUEENS,SHELTON HOUSE,279,40.706511,-73.798668,1,91,153,155,475.5,3.11,164,164,138,0.92,1,0,"$7,061.00",$325.00
MANHATTAN,SMITH,27,40.710346,-73.998693,0.756397940212121,27,"1,934","1,935","8,988.0",4.65,"4,126","4,126",923,0.481,12,0,"$3,270.00",$551.00
BRONX,SOTOMAYOR HOUSES,67,40.826465,-73.866993,0.577127975,67,"1,495","1,497","6,963.5",4.66,"3,286","3,286",567,0.384,28,3,"$2,564.00",$542.00
STATEN ISLAND,SOUTH BEACH,35,40.595336,-74.079298,0,35,421,422,"1,936.5",4.6,891,891,183,0.441,8,0,"$2,795.00",$479.00
BRONX,SOUTH BRONX AREA (SITE 402),305,40.82115,-73.908308,0.673735820101449,342,112,114,592.0,5.29,383,383,18,0.162,4,0,"$14,764.00",$636.00
QUEENS,SOUTH JAMAICA I,8,40.695853,-73.794733,0.910478300111111,8,448,448,"1,797.0",4.01,841,841,144,0.339,11,1,"$1,182.00",$515.00
QUEENS,SOUTH JAMAICA II,66,40.695095,-73.793662,0.568100801055556,8,598,600,"2,811.0",4.7,"1,449","1,449",166,0.283,16,0,"$3,030.00",$592.00
MANHATTAN,STANTON STREET,559,40.71974,-73.983575,0.748439006958333,359,13,13,66.5,5.12,35,35,2,0.154,1,0,"$68,595.00",$468.00
STATEN ISLAND,STAPLETON,114,40.622434,-74.081279,0.821260020041667,114,693,693,"3,358.5",4.85,"1,711","2,066",202,0.306,6,1,"$3,654.00",$521.00
BRONX,STEBBINS AVENUE-HEWITT PLACE,353,40.819429,-73.899373,0.58309735076,342,119,120,535.5,4.5,274,274,37,0.311,2,0,"$16,391.00",$648.00
BROOKLYN,STERLING PLACE REHABS (SAINT JOHNS-STERLING),366,40.670952,-73.928378,0.675807515285714,351,83,83,440.5,5.31,275,275,12,0.146,5,0,"$20,640.00",$709.00
BROOKLYN,STERLING PLACE REHABS (STERLING-BUFFALO),368,40.67109,-73.926977,0.654517104333333,351,125,125,593.5,4.75,329,329,25,0.202,7,0,"$20,616.00",$614.00
MANHATTAN,STRAUS,153,40.741026,-73.979643,0.796794242309524,153,267,267,"1,162.5",4.35,550,550,127,0.481,2,0,"$4,674.00",$564.00
BROOKLYN,STUYVESANT GARDENS I,221,40.688252,-73.933165,0.649401087491228,221,329,331,"1,614.5",4.91,828,828,96,0.293,5,0,"$6,212.00",$626.00
BROOKLYN,STUYVESANT GARDENS II,333,40.688289,-73.930688,0.595372755611111,221,150,150,525.0,3.5,166,166,135,0.912,1,0,"$19,032.00",$396.00
BROOKLYN,SUMNER,73,40.697446,-73.940512,0.723137609226667,73,"1,098","1,099","5,007.0",4.56,"2,288","2,288",470,0.432,13,0,"$3,608.00",$528.00
BROOKLYN,SUTTER AVENUE-UNION STREET,369,40.666031,-73.921365,0.634465430031746,167,100,100,467.0,4.67,254,254,19,0.192,3,0,"$20,064.00",$678.00
MANHATTAN,TAFT,97,40.798383,-73.946052,0.734598281348485,97,"1,463","1,470","6,597.5",4.51,"3,074","3,074",588,0.407,9,1,"$4,367.00",$539.00
BROOKLYN,TAPSCOTT STREET REHAB,354,40.663468,-73.919661,0.818124396974359,167,155,155,687.5,4.44,349,349,39,0.255,8,0,"$14,721.00",$532.00
BROOKLYN,TAYLOR STREET-WYTHE AVENUE,234,40.704255,-73.964911,0.646166220307692,234,525,525,"2,465.5",4.7,"1,226","1,226",227,0.438,5,1,"$8,118.00",$477.00
BRONX,TELLER AVENUE-EAST 166TH STREET,223,40.830032,-73.912611,0.700601618095238,308,90,90,352.0,3.91,185,185,41,0.461,1,0,"$6,363.00",$463.00
MANHATTAN,THOMAS APARTMENTS,268,40.789705,-73.970438,0.864133944722222,127,87,87,304.5,3.5,96,96,75,0.872,1,0,"$36,744.00",$375.00
BRONX,THROGGS NECK,63,40.821679,-73.823772,0,63,"1,182","1,185","5,423.0",4.59,"2,648","2,648",407,0.349,29,2,"$2,859.00",$540.00
BRONX,THROGGS NECK ADDITION,193,40.821997,-73.825914,0,63,287,287,"1,330.5",4.64,692,692,112,0.4,4,0,"$5,523.00",$542.00
BROOKLYN,TILDEN,96,40.663584,-73.907298,0.570909384384615,96,998,998,"4,750.0",4.76,"2,556","2,556",326,0.332,8,1,"$3,122.00",$492.00
STATEN ISLAND,TODT HILL,42,40.60765,-74.119651,1,42,502,502,"2,174.0",4.33,"1,005","1,005",190,0.384,7,0,"$2,994.00",$579.00
BROOKLYN,TOMPKINS,131,40.696959,-73.945148,0.624412867648148,131,"1,045","1,046","5,218.5",4.99,"2,818","2,818",352,0.34,8,1,"$3,532.00",$572.00
BRONX,TWIN PARKS EAST (SITE 9),287,40.846991,-73.887592,0.623568105947368,180,219,219,689.5,3.15,231,231,189,0.875,1,0,"$16,520.00",$296.00
MANHATTAN,TWO BRIDGES URA (SITE 7),266,40.710882,-73.986213,0.572844008291667,76,250,250,"1,251.0",5,622,622,107,0.428,1,0,"$8,414.00",$650.00
BRONX,UNION AVENUE-EAST 163RD STREET,342,40.823261,-73.901249,0.572451568701754,342,199,200,696.5,3.5,229,229,172,0.882,1,0,"$18,107.00",$325.00
BRONX,UNION AVENUE-EAST 166TH STREET,356,40.826482,-73.89957,0.659319754515151,342,120,120,539.0,4.49,280,280,38,0.322,6,0,"$17,142.00",$556.00
BROOKLYN,UNITY PLAZA (SITES 4-27),261,40.666711,-73.897595,0.827369034166667,261,460,462,"2,141.0",4.65,"1,133","1,133",130,0.288,5,0,"$7,813.00",$557.00
BRONX,UNIVERSITY AVENUE REHAB,341,40.8529,-73.913511,0.819034763285714,341,230,230,"1,034.0",4.5,519,519,93,0.404,4,0,"$15,377.00",$529.00
MANHATTAN,UPACA (SITE 5),343,40.801759,-73.940133,0.768789802208333,241,179,200,626.5,3.5,204,204,147,0.84,1,0,"$19,099.00",$312.00
MANHATTAN,UPACA (SITE 6),355,40.801145,-73.94047,0.729708519259259,241,150,150,525.0,3.5,173,173,132,0.904,1,0,"$19,506.00",$313.00
BROOKLYN,VAN DYKE I,61,40.665695,-73.904409,0.5489024575,61,"1,603","1,603","7,402.5",4.62,"3,855","3,855",469,0.297,22,1,"$2,884.00",$546.00
BROOKLYN,VAN DYKE II,146,40.664539,-73.903167,0.506309050444444,182,111,112,413.5,3.73,128,128,104,0.945,1,0,"$5,546.00",$334.00
BROOKLYN,VANDALIA AVENUE,315,40.650132,-73.887085,0.4557047175,194,288,293,"1,036.0",3.6,333,333,262,0.91,2,1,"$19,480.00",$376.00
MANHATTAN,VLADECK,6,40.712519,-73.982251,0.51398645747619,6,"1,527","1,531","6,248.5",4.09,"2,894","2,894",711,0.471,20,0,"$1,276.00",$514.00
MANHATTAN,VLADECK II,7,40.712936,-73.980259,0.778252677333333,6,240,240,"1,080.0",4.5,545,545,93,0.392,4,0,"$1,175.00",$545.00
MANHATTAN,WAGNER,74,40.799684,-73.932101,0.522496426294118,74,"2,151","2,162","10,068.5",4.68,"4,814","4,814",875,0.409,22,1,"$3,238.00",$536.00
MANHATTAN,WALD,23,40.72069,-73.976385,0.803597702433333,23,"1,861","1,861","8,767.5",4.71,"3,985","3,985",785,0.425,16,2,"$2,561.00",$564.00
MANHATTAN,WASHINGTON,62,40.787509,-73.9462,0.738620388833333,62,"1,515","1,515","7,053.5",4.66,"3,416","3,416",590,0.394,14,1,"$3,357.00",$563.00
MANHATTAN,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),293,40.845641,-73.933531,0.766386861439394,309,215,216,915.5,4.26,406,406,103,0.488,5,0,"$24,631.00",$484.00
MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),523,40.837139,-73.938211,0.672062141392157,309,88,88,391.0,4.44,174,174,31,0.36,7,0,"$15,823.00",$536.00
MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),329,40.833233,-73.944264,0.748337756904762,3,14,14,63.0,4.5,30,30,5,0.357,1,0,"$15,821.00",$513.00
MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE IV (C),330,40.845278,-73.933764,0.881227977968254,309,32,32,129.0,4.03,67,67,16,0.516,2,0,"$23,660.00",$478.00
MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE IV (D),331,40.845092,-73.934264,0.873407020666667,309,32,32,132.0,4.13,60,60,15,0.469,2,0,"$22,783.00",$508.00
BRONX,WEBSTER,141,40.83289,-73.90843,0.503459918902778,141,606,606,"2,831.0",4.67,"1,562","1,562",223,0.372,5,1,"$4,319.00",$503.00
STATEN ISLAND,WEST BRIGHTON I,116,40.635923,-74.118815,0.381867047555555,116,487,490,"2,338.5",4.8,"1,377","1,377",135,0.278,8,1,"$4,204.00",$543.00
STATEN ISLAND,WEST BRIGHTON II,175,40.634927,-74.118927,0.994537370583333,116,120,144,382.0,3.18,99,99,74,0.892,8,0,"$6,036.00",$339.00
BRONX,WEST FARMS ROAD REHAB,360,40.827903,-73.88856,0.804062043647059,530,208,208,883.0,4.25,437,437,68,0.33,4,0,"$16,399.00",$570.00
BRONX,WEST FARMS SQUARE CONVENTIONAL,526,40.827508,-73.888252,0.693731523018518,530,20,20,85.0,4.25,50,50,2,0.1,1,0,"$18,339.00",$576.00
BRONX,WEST TREMONT AVENUE-SEDGWICK AVENUE AREA,246,40.852468,-73.918218,0.643325511363636,45,148,148,485.0,3.28,159,159,130,0.897,1,0,"$8,734.00",$272.00
MANHATTAN,WHITE,124,40.789811,-73.943951,0.799300698280702,112,246,248,733.0,2.98,270,270,220,0.898,1,0,"$5,794.00",$304.00
BROOKLYN,WHITMAN,514,40.694529,-73.975054,0.693033222518519,514,"1,651","1,659","7,833.5",4.74,"3,866","3,866",554,0.342,15,3,"$1,655.00",$556.00
BROOKLYN,WILLIAMSBURG,2,40.709859,-73.943431,0.725356175033333,2,"1,627","1,630","6,528.5",4.01,"3,025","3,025",770,0.483,20,1,"$2,266.00",$512.00
MANHATTAN,WILSON,112,40.788765,-73.939136,0.631499171777778,112,398,398,"2,225.0",5.59,"1,250","1,250",104,0.267,3,0,"$3,219.00",$645.00
MANHATTAN,WISE TOWERS,127,40.789965,-73.971488,0.85069457325641,127,397,399,"1,739.5",4.38,523,750,168,0.438,2,1,"$4,441.00",$555.00
QUEENS,WOODSIDE,33,40.755625,-73.909942,1,33,"1,355","1,357","6,321.5",4.67,"2,858","2,858",537,0.402,20,0,"$2,251.00",$594.00
BROOKLYN,WOODSON,182,40.66474,-73.902255,0.551348978444444,182,407,407,"1,419.5",3.49,449,449,359,0.886,2,0,"$5,785.00",$342.00
MANHATTAN,WSUR (BROWNSTONES),178,40.789438,-73.96906,0.823626223444444,127,236,236,784.0,3.32,329,329,103,0.45,36,0,"$4,936.00",$501.00
MANHATTAN,WSUR (SITE A) 120 WEST 94TH STREET,151,40.791869,-73.969827,0.697247441755556,127,69,70,300.5,4.36,145,145,19,0.275,1,0,,$671.00
MANHATTAN,WSUR (SITE B) 74 WEST 92ND STREET,173,40.789836,-73.969265,0.722491403923077,127,168,168,735.0,4.38,318,318,77,0.475,1,0,"$4,167.00",$512.00
MANHATTAN,WSUR (SITE C) 589 AMSTERDAM AVENUE,174,40.789124,-73.97349,0.713508428333333,127,158,158,690.0,4.37,348,348,61,0.396,1,0,,$558.00
BROOKLYN,WYCKOFF GARDENS,163,40.682542,-73.983819,0.622251569974359,163,528,529,"2,434.0",4.61,"1,131","1,131",231,0.446,3,0,"$4,149.00",$584.00
